unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_label,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score,total_charges_imputed,avg_monthly_spend,estimated_customer_lifetime_value,monthly_charge_to_tenure_ratio,is_month_to_month_contract,is_electronic_check,no_tech_support_flag,no_online_security_flag,payment_risk_score,customer_value_segment,tenure_segment,activity_line_count,invoice_count,first_activity_date,last_activity_date,active_day_count,total_quantity,net_activity_revenue,avg_unit_price,distinct_product_count,return_line_count,countries_count,primary_activity_country,anonymous_activity_line_count,avg_activity_mapping_confidence,gross_activity_revenue,return_amount,avg_invoice_value,return_rate,purchase_frequency_per_active_day,activity_span_days,inactivity_days,activity_recency_score,activity_frequency_score,activity_monetary_score,recency_frequency_metrics,engagement_score,support_ticket_count,open_ticket_count,closed_ticket_count,critical_ticket_count,high_priority_ticket_count,low_satisfaction_ticket_count,complaint_ticket_count,refund_or_cancel_ticket_count,unresolved_ticket_count,avg_satisfaction_rating,min_satisfaction_rating,avg_resolution_hours,max_resolution_hours,latest_support_time,primary_ticket_type,primary_ticket_priority,primary_ticket_channel,avg_support_mapping_confidence,open_ticket_rate,critical_ticket_rate,low_satisfaction_rate,complaint_frequency,support_burden_score,has_activity_flag,has_support_flag,no_activity_flag,support_to_tenure_ratio,complaints_per_tenure_month,monthly_spend_per_invoice,customer_health_score,activity_status
CUST0000014,0019-EFAEP,female,0,no,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,yes,bank_transfer_automatic,101.3,7261.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,7261.25,100.85069444444444,7293.599999999999,1.3876712328767122,0,0,1,0,0.2,high_value,49_plus_months,534.0,15.0,2009-12-05 13:32:00,2011-12-02 11:21:00,14.0,2910.0,10397.2,7.219775280898877,440.0,10.0,2.0,Cyprus,162.0,0.5634831460674157,10618.25,221.05,693.1466666666668,0.018726591760299626,1.0714285714285714,726.0,7.0,0.9905149051490515,0.027450980392156862,0.018228529893398727,0.6053,0.459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,,technical_issue,medium,email,0.45,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.0136986301369863,0.0136986301369863,6.72337962962963,0.6812,active_0_30_days
CUST0000015,0019-GFNTW,female,0,no,no,56,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,two_year,no,bank_transfer_automatic,45.05,2560.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,2560.1,45.716071428571425,2522.7999999999997,0.7903508771929824,0,0,0,0,0.0,established_value,49_plus_months,220.0,11.0,2010-02-22 09:32:00,2011-10-18 15:22:00,10.0,2318.0,4212.89,3.3460454545454543,162.0,3.0,2.0,Austria,2.0,0.6959090909090909,4252.89,40.0,382.98999999999995,0.013636363636363636,1.1,603.0,51.0,0.9308943089430894,0.0196078431372549,0.007386103114550125,0.5664,0.4272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,4.156006493506493,0.7375,active_31_90_days
CUST0000016,0020-INWCK,female,0,yes,yes,71,yes,yes,fiber_optic,no,yes,yes,no,no,yes,two_year,yes,credit_card_automatic,95.75,6849.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,6849.4,96.47042253521126,6798.25,1.3298611111111112,0,0,1,1,0.2,high_value,49_plus_months,85.0,6.0,2010-01-26 14:37:00,2011-05-10 15:04:00,6.0,322.0,1094.73,6.536588235294118,73.0,1.0,2.0,United Kingdom,56.0,0.40352941176470586,1094.73,0.0,182.455,0.011764705882352941,1.0,469.0,212.0,0.7127371273712737,0.00980392156862745,0.001919297361808986,0.4316,0.3245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,16.078403755868543,0.6877,inactive_90_plus_days
CUST0000017,0020-JDNXP,female,0,yes,yes,34,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,one_year,no,mailed_check,61.25,1993.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,1993.2,58.62352941176471,2082.5,1.75,0,0,0,0,0.0,established_value,25_48_months,294.0,18.0,2009-12-01 10:10:00,2011-12-06 15:40:00,18.0,2249.0,5357.17,4.25343537414966,215.0,9.0,2.0,Belgium,19.0,0.6709183673469388,5428.82,71.64999999999999,297.62055555555554,0.030612244897959183,1.0,735.0,2.0,0.997289972899729,0.03333333333333333,0.00939227229340773,0.6117,0.4623,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,9.8,9.8,2023-06-01 13:54:53,refund_request,high,email,0.65,0.0,0.0,0.0,1.0,0.0707,1,1,0,0.02857142857142857,0.02857142857142857,3.256862745098039,0.6881,active_0_30_days
CUST0000018,0021-IKXGC,female,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,72.1,72.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,72.1,72.1,72.1,36.05,1,1,1,1,1.0,low_value,0_6_months,191.0,4.0,2010-07-26 11:01:00,2011-08-22 10:18:00,4.0,709.0,1890.08,5.787068062827225,184.0,0.0,2.0,United Kingdom,168.0,0.3041884816753927,1890.08,0.0,472.52,0.0,1.0,391.0,109.0,0.8523035230352304,0.0058823529411764705,0.003313717133547019,0.5137,0.3863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,18.025,0.4066,inactive_90_plus_days
CUST0000019,0022-TCJCI,male,1,no,no,45,yes,no,dsl,yes,no,yes,no,no,yes,one_year,no,credit_card_automatic,62.7,2791.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,2791.5,62.03333333333333,2821.5,1.3630434782608696,0,0,1,0,0.0,established_value,25_48_months,87.0,6.0,2009-12-09 11:59:00,2011-12-02 10:22:00,6.0,1389.0,1313.1,1.86632183908046,72.0,2.0,2.0,Belgium,2.0,0.689655172413793,1313.1,0.0,218.85,0.022988505747126436,1.0,722.0,7.0,0.9905149051490515,0.00980392156862745,0.002302146982170379,0.5982,0.4496,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,2023-06-01 19:53:07,technical_issue,medium,social_media,0.65,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.021739130434782608,0.021739130434782608,10.338888888888889,0.6611,active_0_30_days
CUST0000020,0023-HGHWL,male,1,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,25.1,25.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,25.1,25.1,25.1,12.55,1,1,1,1,1.0,low_value,0_6_months,23.0,3.0,2011-02-21 13:51:00,2011-02-21 14:04:00,1.0,173.0,320.69,30.347826086956523,22.0,1.0,1.0,Cyprus,0.0,0.7,641.38,320.69,106.89666666666666,0.043478260869565216,3.0,0.0,290.0,0.6070460704607046,0.00392156862745098,0.0005622386076553339,0.3658,0.2747,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,,technical_issue,high,chat,0.45,1.0,0.0,0.0,1.0,0.2498,1,1,0,0.5,0.5,8.366666666666667,0.2995,inactive_90_plus_days
CUST0000021,0023-UYUPN,female,1,yes,no,50,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,25.2,1306.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,1306.3,26.125999999999998,1260.0,0.4941176470588235,0,1,0,0,0.45,emerging_value,49_plus_months,7.0,5.0,2010-03-16 10:28:00,2011-09-08 16:36:00,4.0,1276.0,529.54,1.2671428571428571,7.0,1.0,2.0,United Kingdom,4.0,0.4428571428571428,529.54,0.0,105.90799999999999,0.14285714285714285,1.25,541.0,91.0,0.8766937669376693,0.00784313725490196,0.00092839761856561,0.5292,0.3974,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,10.183333333333334,10.183333333333334,2023-06-01 21:07:59,refund_request,high,email,0.55,0.5,0.0,0.0,1.0,0.2299,1,1,0,0.0392156862745098,0.0392156862745098,5.225199999999999,0.5657,inactive_90_plus_days
CUST0000022,0023-XUOPT,female,0,yes,no,13,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,no,electronic_check,94.1,1215.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,1215.6,93.5076923076923,1223.3,6.721428571428571,1,1,1,1,0.8,emerging_value,13_24_months,11.0,1.0,2011-12-05 16:48:00,2011-12-05 16:48:00,1.0,173.0,168.9,3.2,11.0,0.0,1.0,Denmark,0.0,0.7,168.9,0.0,168.9,0.0,1.0,0.0,3.0,0.9959349593495935,0.0,0.00029611806053505223,0.5976,0.4482,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,2023-06-01 06:58:37,product_inquiry,low,phone,0.65,1.0,0.0,0.0,0.5,0.3081,1,1,0,0.14285714285714285,0.07142857142857142,93.5076923076923,0.4193,active_0_30_days
CUST0000023,0027-KWYKW,female,0,yes,yes,23,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,83.75,1849.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,1849.95,80.43260869565218,1926.25,3.4895833333333335,1,1,1,1,1.0,established_value,13_24_months,18.0,1.0,2010-03-21 15:56:00,2010-03-21 15:56:00,1.0,330.0,917.7,4.391666666666667,18.0,0.0,1.0,Cyprus,0.0,0.7,917.7,0.0,917.7,0.0,1.0,0.0,627.0,0.15040650406504064,0.0,0.001608925661059902,0.0902,0.068,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,,product_inquiry,high,chat,0.65,1.0,0.0,0.0,0.0,0.2498,1,1,0,0.041666666666666664,0.0,80.43260869565218,0.2627,inactive_90_plus_days
CUST0000024,0030-FNXPP,female,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.85,57.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,57.2,19.066666666666666,59.550000000000004,4.9625,1,0,0,0,0.35,low_value,0_6_months,94.0,4.0,2010-03-08 08:09:00,2011-01-28 14:52:00,4.0,1240.0,1791.15,3.115425531914894,91.0,1.0,2.0,Austria,1.0,0.6952127659574467,1791.15,0.0,447.78749999999997,0.010638297872340425,1.0,326.0,314.0,0.5745257452574526,0.0058823529411764705,0.003140271546047121,0.3471,0.2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,4.766666666666667,0.4907,inactive_90_plus_days
CUST0000025,0031-PVLZI,female,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.35,76.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,76.35,19.0875,81.4,4.07,1,0,0,0,0.35,low_value,0_6_months,203.0,9.0,2010-02-09 09:41:00,2011-10-19 14:51:00,8.0,2442.0,4316.56,3.3904433497536943,170.0,2.0,3.0,Cyprus,2.0,0.6955665024630542,4316.56,0.0,479.61777777777775,0.009852216748768473,1.125,617.0,50.0,0.9322493224932249,0.01568627450980392,0.007567858942470012,0.5656,0.4265,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,2023-06-01 19:00:22,refund_request,critical,chat,0.65,1.0,0.5,0.0,1.0,0.4081,1,1,0,0.4,0.4,2.120833333333333,0.4569,active_31_90_days
CUST0000026,0032-PGELS,female,0,yes,yes,1,no,no_phone_service,dsl,yes,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,30.5,30.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,30.5,30.5,30.5,15.25,1,0,1,0,0.35,low_value,0_6_months,169.0,7.0,2010-01-22 17:11:00,2011-10-26 10:16:00,6.0,1402.0,4067.38,3.940414201183432,136.0,1.0,2.0,Switzerland,2.0,0.6946745562130177,4067.38,0.0,581.0542857142857,0.005917159763313609,1.1666666666666667,641.0,44.0,0.940379403794038,0.011764705882352941,0.007130992759378689,0.5689,0.4287,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,,product_inquiry,medium,chat,0.65,1.0,0.0,0.0,0.0,0.2498,1,1,0,0.5,0.0,4.357142857142857,0.4911,active_31_90_days
CUST0000027,0036-IHMOT,female,0,yes,yes,55,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,103.7,5656.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,5656.75,102.85,5703.5,1.8517857142857144,0,0,0,1,0.2,high_value,49_plus_months,52.0,3.0,2011-02-16 12:46:00,2011-09-29 12:12:00,3.0,794.0,1298.04,3.001346153846154,34.0,0.0,1.0,Denmark,0.0,0.7,1298.04,0.0,432.68,0.0,1.0,224.0,71.0,0.9037940379403794,0.00392156862745098,0.00227574356007649,0.5438,0.4085,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.5,4.0,-0.29166666666666696,5.083333333333333,2023-06-01 20:24:54,product_inquiry,high,phone,0.65,0.0,0.0,0.0,0.0,0.1075,1,1,0,0.03571428571428571,0.0,34.28333333333333,0.6611,active_31_90_days
