feature,correlation_with_churn_label
primary_activity_country_poland,0.020200645045967816
primary_ticket_type_refund_request,0.020034930878059864
primary_activity_country_nan,-0.01992435524977853
activity_status_no_activity,-0.01992435524977853
no_activity_flag,-0.01992435524977853
has_activity_flag,0.01992435524977852
activity_monetary_score,0.01988873668555387
primary_activity_country_czech_republic,0.01982716182096959
primary_activity_country_singapore,0.01982716182096959
support_ticket_count,-0.018719223791587174
active_day_count,0.018502887955847615
primary_activity_country_japan,0.017919939862840475
activity_frequency_score,0.017857066708069635
low_satisfaction_rate,0.017591818284553484
primary_activity_country_hong_kong,-0.017549845122912782
primary_activity_country_france,0.017512593311645473
primary_activity_country_eire,0.016439659210849805
primary_activity_country_greece,-0.01601960522357182
avg_activity_mapping_confidence,0.015163452028770657
net_activity_revenue,0.014970568728650884
primary_activity_country_israel,-0.014327352680374173
primary_activity_country_portugal,0.014315653640381827
primary_activity_country_australia,-0.014122965684626803
primary_activity_country_italy,0.014086783540381774
countries_count,0.013936324871054588
inactivity_days,0.013400379725472608
gross_activity_revenue,0.013221117530260623
support_burden_score,-0.012619293387022577
customer_value_segment_emerging_value,-0.012116683430796926
phone_service_no,-0.01194198002900311
multiple_lines_no_phone_service,-0.01194198002900311
phone_service_yes,0.011941980029003044
invoice_count,0.011569834147094754
activity_status_inactive_90_plus_days,0.011441700424297272
purchase_frequency_per_active_day,0.011205062738869292
activity_status_active_31_90_days,-0.01113501289874745
complaint_ticket_count,-0.010635716981120369
primary_ticket_channel_email,0.010441751703996142
primary_activity_country_malta,-0.010129529280946967
primary_activity_country_brazil,-0.010129529280946965
primary_activity_country_korea,-0.010129529280946965
primary_activity_country_rsa,-0.010129529280946958
primary_activity_country_lebanon,-0.010129529280946951
activity_line_count,0.009788842577825292
return_rate,0.009073432298764195
primary_activity_country_denmark,-0.008751996601373505
primary_activity_country_usa,-0.008751996601373496
primary_activity_country_unspecified,-0.008751996601373466
gender_female,0.00861209507899781
gender_male,-0.008612095078997767
primary_ticket_channel_social_media,-0.0084953954538292
return_amount,0.00835030212683293
closed_ticket_count,0.00826589002840795
primary_ticket_type_product_inquiry,-0.007767892127891883
critical_ticket_rate,0.007431978319210809
primary_ticket_type_cancellation_request,0.007189367011319315
primary_activity_country_bermuda,-0.007162150259642829
primary_activity_country_european_community,-0.007162150259642823
primary_activity_country_west_indies,-0.007162150259642823
primary_activity_country_lithuania,-0.007162150259642823
primary_activity_country_iceland,-0.00716215025964282
primary_activity_country_bahrain,-0.007162150259642815
primary_activity_country_saudi_arabia,-0.007162150259642812
primary_activity_country_thailand,-0.007162150259642812
activity_status_active_0_30_days,0.006554685839613905
primary_activity_country_sweden,-0.006460259641605047
high_priority_ticket_count,-0.006258693429350584
low_satisfaction_ticket_count,0.006072445548001947
primary_activity_country_spain,0.005852252915494449
avg_support_mapping_confidence,-0.005831051464994661
primary_ticket_priority_high,0.005790551180041779
distinct_product_count,0.00578942016913576
refund_or_cancel_ticket_count,0.005598864583734171
activity_span_days,0.005596936549055439
return_line_count,0.005592829407140651
max_resolution_hours,0.00473923479812411
primary_activity_country_germany,-0.0047310722067227945
primary_ticket_type_billing_inquiry,-0.004710533526288551
primary_ticket_priority_nan,0.0046618252575037974
primary_ticket_channel_nan,0.0046618252575037974
primary_ticket_type_nan,0.0046618252575037974
has_support_flag,-0.004661825257503788
engagement_score,0.0045620358649324086
primary_ticket_channel_chat,-0.004537376557888311
primary_ticket_priority_critical,0.004510929116788403
primary_ticket_channel_phone,-0.004346544163194035
avg_satisfaction_rating,-0.004280173932593295
primary_activity_country_netherlands,0.0041855024555612986
avg_resolution_hours,0.004174775249605206
primary_activity_country_channel_islands,0.004121966950214391
min_satisfaction_rating,-0.0041030862378075685
primary_activity_country_canada,-0.003946188467058577
avg_invoice_value,-0.0038850099491689475
recency_frequency_metrics,0.003751059668862021
primary_activity_country_belgium,-0.003429425741053765
avg_unit_price,0.0031374488477417775
primary_activity_country_austria,0.0029574923417879256
activity_recency_score,0.0026474106453113484
critical_ticket_count,-0.0017367477061846106
primary_ticket_priority_low,0.0016876207667206598
primary_activity_country_united_arab_emirates,0.0014533530780095898
anonymous_activity_line_count,0.0013261795972330436
complaint_frequency,0.00129972899537001
primary_activity_country_finland,0.0006590543322476595
primary_activity_country_united_kingdom,-0.00027330868450093504
