unified_customer_id,telco_customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,is_churned,total_charges_missing_flag,customer_source_system,identity_resolution_method,identity_confidence_score,activity_line_count,invoice_count,first_activity_date,last_activity_date,active_day_count,total_quantity,net_activity_revenue,distinct_product_count,return_line_count,primary_country,activity_mapping_confidence,anonymous_activity_line_count,gross_positive_revenue,return_amount,avg_order_value,return_rate,days_since_last_activity,activity_observation_end_date,ticket_count,open_ticket_count,closed_ticket_count,critical_ticket_count,low_satisfaction_ticket_count,refund_or_cancel_ticket_count,avg_satisfaction_rating,avg_resolution_hours,unresolved_ticket_count,support_mapping_confidence,latest_support_time,primary_ticket_type,primary_ticket_channel,open_ticket_rate,critical_ticket_rate,low_satisfaction_rate,has_activity_flag,has_support_flag,revenue_at_risk,observed_customer_value,tenure_segment,activity_status,support_burden_segment,monthly_revenue_segment,estimated_clv_indicator,clv_segment,churn_risk_score,risk_segment
CUST0000011,0017-DINOC,male,0,no,no,54,no,no_phone_service,dsl,yes,no,no,yes,yes,no,two_year,no,credit_card_automatic,45.2,2460.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,142.0,6.0,2010-10-11 09:42:00,2011-11-17 08:40:00,6.0,3416.0,6371.7300000000005,104.0,0.0,Portugal,0.7,0.0,6371.7300000000005,0.0,1061.9550000000002,0.0,22.0,2011-12-09 12:50:00,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.55,,cancellation_request,chat,1.0,0.0,0.0,1,1,0.0,2460.55,49_plus_months,active_last_30_days,low_support,mid_low_revenue,2440.8,established_clv,20,low_risk
CUST0000012,0017-IUDMW,female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_automatic,116.8,8456.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,296.0,3.0,2010-11-16 10:05:00,2011-11-06 16:07:00,2.0,6587.0,18287.66,261.0,0.0,Switzerland,0.7,0.0,18287.66,0.0,6095.886666666666,0.0,32.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,,billing_inquiry,phone,1.0,0.0,0.0,1,1,0.0,8456.75,49_plus_months,active_31_90_days,low_support,high_revenue,8409.6,high_clv,15,low_risk
CUST0000013,0018-NYROU,female,0,yes,no,5,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,68.95,351.5,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,78.0,6.0,2009-12-08 07:59:00,2011-12-08 10:26:00,6.0,1037.0,3887.07,57.0,1.0,Austria,0.6942307692307692,1.0,3887.07,0.0,647.845,0.01282051282051282,1.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,351.5,0_6_months,active_last_30_days,no_support,mid_low_revenue,344.75,low_clv,60,high_risk
CUST0000014,0019-EFAEP,female,0,no,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,yes,bank_transfer_automatic,101.3,7261.25,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,534.0,15.0,2009-12-05 13:32:00,2011-12-02 11:21:00,14.0,2910.0,10397.2,440.0,10.0,Cyprus,0.5634831460674157,162.0,10618.25,221.05,693.1466666666668,0.018726591760299626,7.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,,technical_issue,email,1.0,0.0,0.0,1,1,0.0,7261.25,49_plus_months,active_last_30_days,low_support,high_revenue,7293.599999999999,high_clv,25,low_risk
CUST0000015,0019-GFNTW,female,0,no,no,56,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,two_year,no,bank_transfer_automatic,45.05,2560.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,220.0,11.0,2010-02-22 09:32:00,2011-10-18 15:22:00,10.0,2318.0,4212.89,162.0,3.0,Austria,0.6959090909090909,2.0,4252.89,40.0,382.99,0.013636363636363636,51.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,2560.1,49_plus_months,active_31_90_days,no_support,mid_low_revenue,2522.7999999999997,established_clv,0,low_risk
CUST0000016,0020-INWCK,female,0,yes,yes,71,yes,yes,fiber_optic,no,yes,yes,no,no,yes,two_year,yes,credit_card_automatic,95.75,6849.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,85.0,6.0,2010-01-26 14:37:00,2011-05-10 15:04:00,6.0,322.0,1094.73,73.0,1.0,United Kingdom,0.40352941176470586,56.0,1094.73,0.0,182.455,0.011764705882352941,212.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,6849.4,49_plus_months,inactive_90_plus_days,no_support,high_revenue,6798.25,high_clv,30,low_risk
CUST0000017,0020-JDNXP,female,0,yes,yes,34,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,one_year,no,mailed_check,61.25,1993.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,294.0,18.0,2009-12-01 10:10:00,2011-12-06 15:40:00,18.0,2249.0,5357.17,215.0,9.0,Belgium,0.6709183673469388,19.0,5428.82,71.64999999999999,297.62055555555554,0.030612244897959183,2.0,2011-12-09 12:50:00,1.0,0.0,1.0,0.0,0.0,1.0,4.0,9.8,0.0,0.65,2023-06-01 13:54:53,refund_request,email,0.0,0.0,0.0,1,1,0.0,1993.2,25_48_months,active_last_30_days,low_support,mid_low_revenue,2082.5,established_clv,0,low_risk
CUST0000018,0021-IKXGC,female,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,72.1,72.1,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,191.0,4.0,2010-07-26 11:01:00,2011-08-22 10:18:00,4.0,709.0,1890.08,184.0,0.0,United Kingdom,0.3041884816753927,168.0,1890.08,0.0,472.52,0.0,109.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,72.1,0_6_months,inactive_90_plus_days,no_support,mid_high_revenue,72.1,low_clv,75,high_risk
CUST0000019,0022-TCJCI,male,1,no,no,45,yes,no,dsl,yes,no,yes,no,no,yes,one_year,no,credit_card_automatic,62.7,2791.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,87.0,6.0,2009-12-09 11:59:00,2011-12-02 10:22:00,6.0,1389.0,1313.1,72.0,2.0,Belgium,0.689655172413793,2.0,1313.1,0.0,218.85,0.022988505747126436,7.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,2023-06-01 19:53:07,technical_issue,social_media,1.0,0.0,0.0,1,1,62.7,2791.5,25_48_months,active_last_30_days,low_support,mid_low_revenue,2821.5,established_clv,20,low_risk
CUST0000020,0023-HGHWL,male,1,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,25.1,25.1,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,23.0,3.0,2011-02-21 13:51:00,2011-02-21 14:04:00,1.0,173.0,320.69,22.0,1.0,Cyprus,0.7,0.0,641.38,320.69,106.89666666666666,0.043478260869565216,290.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45,,technical_issue,chat,1.0,0.0,0.0,1,1,25.1,25.1,0_6_months,inactive_90_plus_days,low_support,low_revenue,25.1,low_clv,85,high_risk
CUST0000021,0023-UYUPN,female,1,yes,no,50,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,25.2,1306.3,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,7.0,5.0,2010-03-16 10:28:00,2011-09-08 16:36:00,4.0,1276.0,529.54,7.0,1.0,United Kingdom,0.4428571428571428,4.0,529.54,0.0,105.90799999999999,0.14285714285714285,91.0,2011-12-09 12:50:00,2.0,1.0,1.0,0.0,0.0,2.0,3.0,10.183333333333334,1.0,0.55,2023-06-01 21:07:59,refund_request,email,0.5,0.0,0.0,1,1,0.0,1306.3,49_plus_months,inactive_90_plus_days,low_support,low_revenue,1260.0,emerging_clv,45,medium_risk
CUST0000022,0023-XUOPT,female,0,yes,no,13,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,no,electronic_check,94.1,1215.6,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,11.0,1.0,2011-12-05 16:48:00,2011-12-05 16:48:00,1.0,173.0,168.9,11.0,0.0,Denmark,0.7,0.0,168.9,0.0,168.9,0.0,3.0,2011-12-09 12:50:00,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.65,2023-06-01 06:58:37,product_inquiry,phone,1.0,0.0,0.0,1,1,94.1,1215.6,13_24_months,active_last_30_days,low_support,high_revenue,1223.3,emerging_clv,65,high_risk
CUST0000023,0027-KWYKW,female,0,yes,yes,23,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,83.75,1849.95,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,18.0,1.0,2010-03-21 15:56:00,2010-03-21 15:56:00,1.0,330.0,917.7,18.0,0.0,Cyprus,0.7,0.0,917.7,0.0,917.7,0.0,627.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,,product_inquiry,chat,1.0,0.0,0.0,1,1,0.0,1849.95,13_24_months,inactive_90_plus_days,low_support,mid_high_revenue,1926.25,established_clv,65,high_risk
CUST0000024,0030-FNXPP,female,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.85,57.2,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,94.0,4.0,2010-03-08 08:09:00,2011-01-28 14:52:00,4.0,1240.0,1791.15,91.0,1.0,Austria,0.6952127659574467,1.0,1791.15,0.0,447.7875,0.010638297872340425,314.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,57.2,0_6_months,inactive_90_plus_days,no_support,low_revenue,59.550000000000004,low_clv,55,medium_risk
CUST0000025,0031-PVLZI,female,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.35,76.35,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,203.0,9.0,2010-02-09 09:41:00,2011-10-19 14:51:00,8.0,2442.0,4316.56,170.0,2.0,Cyprus,0.6955665024630542,2.0,4316.56,0.0,479.6177777777778,0.009852216748768473,50.0,2011-12-09 12:50:00,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.65,2023-06-01 19:00:22,refund_request,chat,1.0,0.5,0.0,1,1,20.35,76.35,0_6_months,active_31_90_days,low_support,low_revenue,81.4,low_clv,60,high_risk
CUST0000026,0032-PGELS,female,0,yes,yes,1,no,no_phone_service,dsl,yes,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,30.5,30.5,yes,1,0,telco_customer_churn,native_telco_customer_id,1.0,169.0,7.0,2010-01-22 17:11:00,2011-10-26 10:16:00,6.0,1402.0,4067.38,136.0,1.0,Switzerland,0.6946745562130177,2.0,4067.38,0.0,581.0542857142857,0.005917159763313609,44.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,,product_inquiry,chat,1.0,0.0,0.0,1,1,30.5,30.5,0_6_months,active_31_90_days,low_support,low_revenue,30.5,low_clv,60,high_risk
CUST0000027,0036-IHMOT,female,0,yes,yes,55,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_automatic,103.7,5656.75,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,52.0,3.0,2011-02-16 12:46:00,2011-09-29 12:12:00,3.0,794.0,1298.04,34.0,0.0,Denmark,0.7,0.0,1298.04,0.0,432.68,0.0,71.0,2011-12-09 12:50:00,2.0,0.0,2.0,0.0,0.0,0.0,4.5,-0.29166666666666696,0.0,0.65,2023-06-01 20:24:54,product_inquiry,phone,0.0,0.0,0.0,1,1,0.0,5656.75,49_plus_months,active_31_90_days,low_support,high_revenue,5703.5,high_clv,15,low_risk
CUST0000028,0040-HALCW,male,0,yes,yes,54,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,20.4,1090.6,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,51.0,3.0,2010-02-04 12:08:00,2011-02-01 13:10:00,3.0,516.0,1127.65,36.0,0.0,Austria,0.7,0.0,1127.65,0.0,375.8833333333334,0.0,310.0,2011-12-09 12:50:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,2023-06-01 02:19:20,billing_inquiry,chat,1.0,0.0,0.0,1,1,0.0,1090.6,49_plus_months,inactive_90_plus_days,low_support,low_revenue,1101.6,emerging_clv,25,low_risk
CUST0000029,0042-JVWOJ,male,0,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_automatic,19.6,471.85,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,83.0,4.0,2010-04-30 14:01:00,2011-11-14 15:37:00,3.0,1362.0,2989.2200000000003,79.0,0.0,Austria,0.7,0.0,2989.2200000000003,0.0,747.3050000000001,0.0,24.0,2011-12-09 12:50:00,2.0,1.0,1.0,0.0,1.0,2.0,2.0,11.333333333333334,1.0,0.45,2023-06-01 03:23:28,refund_request,chat,0.5,0.0,0.5,1,1,0.0,471.85,25_48_months,active_last_30_days,low_support,low_revenue,509.6,emerging_clv,20,low_risk
CUST0000030,0042-RLHYP,female,0,yes,yes,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,19.7,1396.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,74.0,4.0,2011-06-02 11:03:00,2011-12-07 11:27:00,4.0,278.0,1075.2,67.0,1.0,United Kingdom,0.35945945945945945,56.0,1077.28,2.08,268.8,0.013513513513513514,2.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,1396.9,49_plus_months,active_last_30_days,no_support,low_revenue,1359.3,emerging_clv,0,low_risk
CUST0000031,0048-LUMLS,male,0,yes,yes,37,yes,no,fiber_optic,no,no,no,no,yes,yes,one_year,no,credit_card_automatic,91.2,3247.55,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,13.0,2.0,2010-10-18 08:42:00,2010-11-15 12:15:00,2.0,240.0,503.15,11.0,0.0,Switzerland,0.7,0.0,503.15,0.0,251.575,0.0,389.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,3247.55,25_48_months,inactive_90_plus_days,no_support,high_revenue,3374.4,established_clv,30,low_risk
CUST0000032,0048-PIHNL,female,0,yes,no,49,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,20.45,900.9,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,152.0,4.0,2010-04-29 15:34:00,2011-01-28 15:45:00,4.0,2105.0,3426.32,129.0,0.0,Switzerland,0.7,0.0,3426.32,0.0,856.58,0.0,314.0,2011-12-09 12:50:00,3.0,1.0,2.0,1.0,2.0,1.0,1.5,2.191666666666667,1.0,0.5833333333333334,2023-06-01 08:19:25,billing_inquiry,phone,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,1,0.0,900.9,49_plus_months,inactive_90_plus_days,moderate_support,low_revenue,1002.05,emerging_clv,35,medium_risk
CUST0000033,0052-DCKON,male,0,yes,no,66,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,bank_transfer_automatic,115.8,7942.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,301.0,2.0,2010-05-26 14:07:00,2011-08-02 10:34:00,2.0,3316.0,5416.32,281.0,0.0,Switzerland,0.7,0.0,5416.32,0.0,2708.16,0.0,129.0,2011-12-09 12:50:00,4.0,3.0,1.0,0.0,1.0,3.0,2.0,-6.483333333333333,3.0,0.6,2023-06-01 19:57:07,refund_request,chat,0.75,0.0,0.25,1,1,0.0,7942.15,49_plus_months,inactive_90_plus_days,moderate_support,high_revenue,7642.8,high_clv,40,medium_risk
CUST0000034,0052-YNYOT,female,0,no,no,67,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,20.55,1343.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,82.0,5.0,2010-06-23 12:49:00,2011-09-19 10:09:00,5.0,814.0,1618.27,58.0,1.0,Belgium,0.7,0.0,1620.22,1.95,323.654,0.012195121951219513,81.0,2011-12-09 12:50:00,2.0,1.0,1.0,1.0,0.0,1.0,4.0,-0.8666666666666667,1.0,0.65,2023-06-01 21:01:51,product_inquiry,email,0.5,0.5,0.0,1,1,0.0,1343.4,49_plus_months,active_31_90_days,low_support,low_revenue,1376.8500000000001,emerging_clv,30,low_risk
CUST0000035,0056-EPFBG,male,0,yes,yes,20,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,yes,credit_card_automatic,39.4,825.4,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,452.0,16.0,2010-02-15 12:05:00,2011-11-18 11:27:00,11.0,3635.0,9228.77,307.0,6.0,Belgium,0.5317477876106195,169.0,11017.07,1788.3000000000002,576.798125,0.01327433628318584,21.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,825.4,13_24_months,active_last_30_days,no_support,mid_low_revenue,788.0,emerging_clv,0,low_risk
CUST0000036,0057-QBUQH,female,0,no,yes,43,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,electronic_check,25.1,1070.15,no,0,0,telco_customer_churn,native_telco_customer_id,1.0,256.0,7.0,2010-03-23 14:06:00,2011-12-05 12:44:00,7.0,1046.0,3341.65,231.0,4.0,United Kingdom,0.4099609375,165.0,3383.0,41.35,477.37857142857143,0.015625,4.0,2011-12-09 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1,0,0.0,1070.15,25_48_months,active_last_30_days,no_support,low_revenue,1079.3,emerging_clv,10,low_risk
